slug,patreon_url,keywords_count,keywords_found,Graphtreon,Name,Category,Patrons,Earnings,Range,Is Nsfw,Facebook Likes,Twitter Followers,Youtube Subscribers,Youtube Videos,Youtube Views
thebunk,https://www.patreon.com/thebunk/overview,1,reporting,https://graphtreon.com/creator/thebunk,The Bunk,Podcasts,2,6.3,,0,21,14,,,
parkerpetersplays,https://www.patreon.com/parkerpetersplays/overview,1,journalism,https://graphtreon.com/creator/parkerpetersplays,Parker Peters,Games,2,5.22,month,0,,,536,176,145986
awesomecast,https://www.patreon.com/awesomecast/overview,1,journalist,https://graphtreon.com/creator/awesomecast,Awesomecast,Podcasts,2,5.47,month,0,294,712,198,854,114282
walkerbragman,https://www.patreon.com/walkerbragman/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/walkerbragman,Walker Bragman,Magazine,2,,creation,0,357,7133,,,
ConReporter,https://www.patreon.com/ConReporter/overview,1,reporter,https://graphtreon.com/creator/ConReporter,Patrik KnÌ¦rr,Video,2,9,Monatliche UnterstÌ_tzung der Berichterstattung von Conventions,0,578,2,0,82,16147
kellilynn,https://www.patreon.com/kellilynn/overview,1,journalism,https://graphtreon.com/creator/kellilynn,Kelli Lynn,Writing,2,7.2,creation,0,,100,6,1,12
kissecatte,https://www.patreon.com/kissecatte/overview,1,journalism,https://graphtreon.com/creator/kissecatte,Kisse,Adult Video,2,6.06,month,1,,259,16,21,365
lauriesumiye,https://www.patreon.com/lauriesumiye/overview,1,journalism,https://graphtreon.com/creator/lauriesumiye,Laurie Sumiye,Video,2,31.5,artwork,0,,153,85,9,305947
HowieReportingLive,https://www.patreon.com/HowieReportingLive/overview,1,reporting,https://graphtreon.com/creator/HowieReportingLive,HowieReportingLive,,2,23.4,,0,,14175,30690,45,15559344
jakelloyd,https://www.patreon.com/jakelloyd/overview,2,journalism;journalist,https://graphtreon.com/creator/jakelloyd,Jake Lloyd,,2,1.55,month,0,,,9150,52,1657761
thekillerbits,https://www.patreon.com/thekillerbits/overview,1,journalist,https://graphtreon.com/creator/thekillerbits,The Killer Bits,Video,2,7.12,month,0,622,1832,21418,1387,5575138
NautilusMagazine,https://www.patreon.com/NautilusMagazine/overview,1,journalism,https://graphtreon.com/creator/NautilusMagazine,NautilusThink,Magazine,2,,month,0,130659,64323,,,
Spiccy,https://www.patreon.com/Spiccy/overview,1,reporter,https://graphtreon.com/creator/Spiccy,Commissioner Spice,Adult Games,2,1.8,creation,1,,,,,
AlekzLondos,https://www.patreon.com/AlekzLondos/overview,1,journalist,https://graphtreon.com/creator/AlekzLondos,Alekz Londos,Video,2,5.92,month,0,,,17,14,1548
paranormalx,https://www.patreon.com/paranormalx/overview,1,investigation,https://graphtreon.com/creator/paranormalx,Paranormal-X,Video,2,9.9,,0,7620,1046,31181,332,3468181
marisa,https://www.patreon.com/marisa/overview,1,journalist,https://graphtreon.com/creator/marisa,Marisa Wikramanayake,Adult Writing,2,3.6,,1,,2189,5,15,745
TheeFlyingCloud,https://www.patreon.com/TheeFlyingCloud/overview,1,journalist,https://graphtreon.com/creator/TheeFlyingCloud,The Flying Cloud,Video,2,7.6,month,0,51,98,80,2,4154
behscientist,https://www.patreon.com/behscientist/overview,4,journalism;journalist;reporting;investigation,https://graphtreon.com/creator/behscientist,Behavioral Scientist,Magazine,2,50.77,month,0,3185,10185,,,
tippingpointnorthsouth,https://www.patreon.com/tippingpointnorthsouth/overview,1,journalist,https://graphtreon.com/creator/tippingpointnorthsouth,Tipping Point North South,Video,2,22.85,month,0,701,879,37,34,25466
3dprintingineastasia,https://www.patreon.com/3dprintingineastasia/overview,1,reporting,https://graphtreon.com/creator/3dprintingineastasia,3D Printing in East Asia,Video,2,,month,0,,46,0,0,0
sarahL,https://www.patreon.com/sarahL/overview,2,journalism;journalist,https://graphtreon.com/creator/sarahL,Sarah Lazarovic,Comics,2,5.4,comic,0,,1649,,,
ayp,https://www.patreon.com/ayp/overview,1,journalist,https://graphtreon.com/creator/ayp,Advancing Your Photography,Video,2,2.7,Photography Tutorial/Interview,0,3801,2989,97771,273,6733631
comicsandcognac,https://www.patreon.com/comicsandcognac/overview,1,journalist,https://graphtreon.com/creator/comicsandcognac,Comics & Cognac,Comics,1,9.04,month,0,,1761,,,
marisakabas,https://www.patreon.com/marisakabas/overview,1,journalist,https://graphtreon.com/creator/marisakabas,Marisa Kabas,,1,2.67,month,0,,21798,,,
nopartysystem,https://www.patreon.com/nopartysystem/overview,1,reporting,https://graphtreon.com/creator/nopartysystem,NoPartySystemCom,,2,7.08,month,0,2149,26,75,79,7238
tavrayne,https://www.patreon.com/tavrayne/overview,2,journalist;reporting,https://graphtreon.com/creator/tavrayne,Rayne Ellycrys Benu,Video,2,,Issue: Video for a Tarot Card,0,,,,,
jerabrown,https://www.patreon.com/jerabrown/overview,1,journalist,https://graphtreon.com/creator/jerabrown,"Jera Brown, nonfiction writer and journalist",Writing,2,25.28,month,0,139,1433,,,
themomentspauseproject,https://www.patreon.com/themomentspauseproject/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/themomentspauseproject,Jeffrey Warner,Video,2,27.42,month,0,,,,,
HanginWithWebShow,https://www.patreon.com/HanginWithWebShow/overview,1,journalist,https://graphtreon.com/creator/HanginWithWebShow,Hangin With Web Show,Video,2,1.83,month,0,13712,,6795,457,526367
billymavreas,https://www.patreon.com/billymavreas/overview,1,investigation,https://graphtreon.com/creator/billymavreas,Billy Mavreas,Comics,2,13.41,month,0,,,,,
ItsAllJournalism,https://www.patreon.com/ItsAllJournalism/overview,2,journalism;journalist,https://graphtreon.com/creator/ItsAllJournalism,Michael O'Connell,Podcasts,2,5.2,month,0,554,,,,
irishidding,https://www.patreon.com/irishidding/overview,2,journalist;reporter,https://graphtreon.com/creator/irishidding,Iris Hidding,Podcasts,2,3.12,month,0,614,666,4,2,865
germinalmag,https://www.patreon.com/germinalmag/overview,1,journalism,https://graphtreon.com/creator/germinalmag,Sasha Kohan + Alyssa Freitas,Magazine,2,19.94,month,0,370,,,,
g3group,https://www.patreon.com/g3group/overview,2,journalism;investigation,https://graphtreon.com/creator/g3group,G3 Group,Video,2,5.4,video investigation into MISOC.,0,,,,,
Stephen,https://www.patreon.com/Stephen/overview,3,journalism;reporting;investigative,https://graphtreon.com/creator/Stephen,Stephen Leahy,Writing,2,3.6,Investigative article on important issues millions will read,0,,,,,
hopebegins,https://www.patreon.com/hopebegins/overview,4,journalism;journalist;reporting;investigative,https://graphtreon.com/creator/hopebegins,Jamie Reno,,2,13.41,month,0,,,8,11,974
cmuse,https://www.patreon.com/cmuse/overview,2,journalism;journalist,https://graphtreon.com/creator/cmuse,CMUSE,Music,2,10.68,month,0,102653,2136,,,
Irish101,https://www.patreon.com/Irish101/overview,1,journalism,https://graphtreon.com/creator/Irish101,Irish 101,Video,2,11.58,month,0,211,467,5,37,2521
jnoel,https://www.patreon.com/jnoel/overview,1,journalism,https://graphtreon.com/creator/jnoel,Jefferson NoÌÇl,Writing,2,5.35,month,0,,,91,57,3862
ashabardon,https://www.patreon.com/ashabardon/overview,1,journalist,https://graphtreon.com/creator/ashabardon,Asha Bardon,Writing,2,11.55,month,0,179,1080,4,19,793
diffusionradio,https://www.patreon.com/diffusionradio/overview,1,journalism,https://graphtreon.com/creator/diffusionradio,Ian Woolf,Podcasts,2,8.8,month,0,,2229,129,119,14906
cameronwhitten,https://www.patreon.com/cameronwhitten/overview,1,journalism,https://graphtreon.com/creator/cameronwhitten,Cameron Whitten,Video,2,18.19,month,0,2900,6144,7,24,1416
stubblemag,https://www.patreon.com/stubblemag/overview,3,journalism;reporter;reporting,https://graphtreon.com/creator/stubblemag,Stubble magazine,Magazine,1,5.29,month,0,,525,,,
evacederwall,https://www.patreon.com/evacederwall/overview,1,journalist,https://graphtreon.com/creator/evacederwall,Eva Cederwall,Video,2,,month,0,,,0,1,0
gamesbulletin,https://www.patreon.com/gamesbulletin/overview,1,journalist,https://graphtreon.com/creator/gamesbulletin,Games Bulletin,Games,2,12.32,month,0,96,290,19,22,1018
jarodcerf,https://www.patreon.com/jarodcerf/overview,1,journalist,https://graphtreon.com/creator/jarodcerf,Jarod Cerf,Writing,2,5.01,month,0,,50,,,
bronwynllewellyn,https://www.patreon.com/bronwynllewellyn/overview,1,journalism,https://graphtreon.com/creator/bronwynllewellyn,Bronwyn Llewellyn,Video,1,2.49,month,0,,8,9,1,501
commondreams,https://www.patreon.com/commondreams/overview,1,reporting,https://graphtreon.com/creator/commondreams,Common Dreams,,2,1.8,,0,360992,56205,,,
leftburning,https://www.patreon.com/leftburning/overview,2,journalism;reporting,https://graphtreon.com/creator/leftburning,Brian Lis,Video,2,14.53,month,0,,18765,,,
UmarLee,https://www.patreon.com/UmarLee/overview,1,journalism,https://graphtreon.com/creator/UmarLee,Umar Lee,Writing,2,36.76,month,0,,54,1304,469,1201971
jfkeeler,https://www.patreon.com/jfkeeler/overview,1,journalism,https://graphtreon.com/creator/jfkeeler,Jacqueline Keeler,,2,18.5,month,0,,14682,141,9,38608
brianjamespolak,https://www.patreon.com/brianjamespolak/overview,1,investigation,https://graphtreon.com/creator/brianjamespolak,Brian James Polak,Dance & Theater,2,5.5,month,0,,862,,,
christiechisholm,https://www.patreon.com/christiechisholm/overview,1,journalist,https://graphtreon.com/creator/christiechisholm,Christie Chisholm,Writing,2,,month,0,,,,,
spandexless,https://www.patreon.com/spandexless/overview,1,journalism,https://graphtreon.com/creator/spandexless,Spandexless,Comics,2,5.47,month,0,333,255,,,
ubiquitousparty,https://www.patreon.com/ubiquitousparty/overview,1,journalist,https://graphtreon.com/creator/ubiquitousparty,Ubiquitous Party,Video,2,4.99,month,0,,468,72,13,13122
JunaeBenne,https://www.patreon.com/JunaeBenne/overview,1,journalist,https://graphtreon.com/creator/JunaeBenne,Junae Benne - Natural Hair Gamer,Games,2,5.16,month,0,,1295,149,160,6031
kindzhyk,https://www.patreon.com/kindzhyk/overview,1,journalist,https://graphtreon.com/creator/kindzhyk,Georgy Elaev,Adult Comics,2,8.98,month,1,,,,,
megrach,https://www.patreon.com/megrach/overview,2,journalism;journalist,https://graphtreon.com/creator/megrach,Megan Rach,Magazine,2,20.7,Issue,0,,213,,,
Kaily,https://www.patreon.com/Kaily/overview,1,investigation,https://graphtreon.com/creator/Kaily,Kaily Spensor,Writing,2,9.01,month,0,,,,,
bmattsongallery,https://www.patreon.com/bmattsongallery/overview,1,journalist,https://graphtreon.com/creator/bmattsongallery,Britani Mattson,Video,2,,month,0,,,,,
KitEnglard,https://www.patreon.com/KitEnglard/overview,1,journalist,https://graphtreon.com/creator/KitEnglard,Kit Englard,,1,0.92,month,0,,78,21,16,1318
ABTP,https://www.patreon.com/ABTP/overview,1,reporting,https://graphtreon.com/creator/ABTP,ABTP,Adult Comics,2,1.8,comic page/animation/project,1,,,,,
ratladspolitics,https://www.patreon.com/ratladspolitics/overview,2,journalism;reporting,https://graphtreon.com/creator/ratladspolitics,Evren,Video,2,5.97,month,0,,,,,
TeamVVV,https://www.patreon.com/TeamVVV/overview,1,journalist,https://graphtreon.com/creator/TeamVVV,Team VVV,Games,2,6.15,month,0,66373,4680,65322,2201,36752703
americaslogicalconservative,https://www.patreon.com/americaslogicalconservative/overview,1,reporting,https://graphtreon.com/creator/americaslogicalconservative,America's Logical Conservative,Writing,2,8.7,month,0,83,,,,
Conspirapony,https://www.patreon.com/Conspirapony/overview,1,reporter,https://graphtreon.com/creator/Conspirapony,Conspirapon3,Video,2,1.8,Theory Video,0,,,21131,46,3556836
ParanormalQuest,https://www.patreon.com/ParanormalQuest/overview,1,investigation,https://graphtreon.com/creator/ParanormalQuest,Paranormal Quest,Video,2,27.27,month,0,2789,122,16533,75,1535753
realfightstories,https://www.patreon.com/realfightstories/overview,3,journalism;reporting;investigative,https://graphtreon.com/creator/realfightstories,Mike Russell,,2,4.96,month,0,,3826,,,
stringbuzz,https://www.patreon.com/stringbuzz/overview,1,journalism,https://graphtreon.com/creator/stringbuzz,String Buzz,Music,2,17.9,month,0,2506,277,269,410,75261
betterhiker,https://www.patreon.com/betterhiker/overview,1,journalism,https://graphtreon.com/creator/betterhiker,Arthur McMahon,Video,2,9.81,month,0,67,1,,,
samproof,https://www.patreon.com/samproof/overview,1,reporter,https://graphtreon.com/creator/samproof,Sam Proof,Video,2,46.11,month,0,1235,,14403,602,9602431
roberamado,https://www.patreon.com/roberamado/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/roberamado,Rober Amado,,2,4.98,month,0,,447,,,
laurendixon,https://www.patreon.com/laurendixon/overview,1,reporter,https://graphtreon.com/creator/laurendixon,Lauren Dixon,Writing,2,9,Fiction - young adult stories and novels,0,,771,,,
tripwiremagazine,https://www.patreon.com/tripwiremagazine/overview,1,journalism,https://graphtreon.com/creator/tripwiremagazine,Joel Meadows,Comics,2,8.68,month,0,649,1135,390256,1277,154040275
michaelforrest,https://www.patreon.com/michaelforrest/overview,1,reporting,https://graphtreon.com/creator/michaelforrest,Michael Forrest,Music,2,5.13,month,0,269,546,666,129,426219
tomorrowis,https://www.patreon.com/tomorrowis/overview,3,journalism;reporter;reporting,https://graphtreon.com/creator/tomorrowis,Tristan Stewart-Robertson,Writing,2,11.59,month,0,156,57,,,
kreisab,https://www.patreon.com/kreisab/overview,1,journalist,https://graphtreon.com/creator/kreisab,Kreis Ab,Podcasts,2,8.62,month,0,1626,1012,,,
adamriggio,https://www.patreon.com/adamriggio/overview,1,journalism,https://graphtreon.com/creator/adamriggio,Adam Riggio,Video,2,38.92,month,0,239,785,,,
narrativedesign,https://www.patreon.com/narrativedesign/overview,1,journalist,https://graphtreon.com/creator/narrativedesign,Bonni Rambatan,Podcasts,2,10.8,episode,0,,2248,,,
DannyQuest,https://www.patreon.com/DannyQuest/overview,1,journalist,https://graphtreon.com/creator/DannyQuest,Danny F. Quest,,2,5.17,month,0,,2480,86,24,37944
theforgenews,https://www.patreon.com/theforgenews/overview,1,journalism,https://graphtreon.com/creator/theforgenews,Rom Parsons,,2,18.9,,0,132,1589,,,
mobiledev,https://www.patreon.com/mobiledev/overview,1,reporting,https://graphtreon.com/creator/mobiledev,MobileDev,Games,2,1.58,month,0,,,,,
IsRealNews,https://www.patreon.com/IsRealNews/overview,2,journalism;journalist,https://graphtreon.com/creator/IsRealNews,IsRealNews,,2,,month,0,,11,,,
erickm,https://www.patreon.com/erickm/overview,1,journalist,https://graphtreon.com/creator/erickm,Erick M,,1,4.75,month,0,,2661,7542,43,5144069
matgreaves,https://www.patreon.com/matgreaves/overview,1,reporter,https://graphtreon.com/creator/matgreaves,Mat Greaves,Comics,2,,month,0,84,419,16,3,1873
controversiesofscience,https://www.patreon.com/controversiesofscience/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/controversiesofscience,Chris Reeve,Video,2,9.9,,0,,,,,
HammerDownMedia,https://www.patreon.com/HammerDownMedia/overview,1,journalism,https://graphtreon.com/creator/HammerDownMedia,Hammer Down Media,Video,2,,month,0,,,733,0,0
BitcoinTravelers,https://www.patreon.com/BitcoinTravelers/overview,1,journalist,https://graphtreon.com/creator/BitcoinTravelers,Summer & Remy,,2,8.96,month,0,,,485,31,16300
HoopsInq,https://www.patreon.com/HoopsInq/overview,1,journalism,https://graphtreon.com/creator/HoopsInq,The Hoops Inquirer,,2,,month,0,,5843,,,
ericmajors,https://www.patreon.com/ericmajors/overview,1,investigative,https://graphtreon.com/creator/ericmajors,Eric Majors,Video,2,,month,0,5041,,6,14,19511
RoyTracy,https://www.patreon.com/RoyTracy/overview,2,journalism;journalist,https://graphtreon.com/creator/RoyTracy,Scoundrel's Guide to Travel,Writing,2,32.25,month,0,,,,,
dispatchesfrombelow,https://www.patreon.com/dispatchesfrombelow/overview,1,reporting,https://graphtreon.com/creator/dispatchesfrombelow,Jeff Abbott,Magazine,2,,month,0,,1173,,,
MMartinezPhoto,https://www.patreon.com/MMartinezPhoto/overview,1,journalism,https://graphtreon.com/creator/MMartinezPhoto,M.Martinez,Photography,2,,month,0,438,,,,
davidmichaelconner,https://www.patreon.com/davidmichaelconner/overview,2,journalism;investigation,https://graphtreon.com/creator/davidmichaelconner,David Michael Conner,Writing,2,6.3,,0,,3674,132,15,29402
Newspoet41,https://www.patreon.com/Newspoet41/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/Newspoet41,Hank Kalet,Photography,2,,creation,0,,938,0,9,203
archangelsofjustice,https://www.patreon.com/archangelsofjustice/overview,3,reporting;investigative;investigation,https://graphtreon.com/creator/archangelsofjustice,Archangels of Justice,Video,2,,creation,0,6481,4439,76,12,5950
blondbassist,https://www.patreon.com/blondbassist/overview,1,journalism,https://graphtreon.com/creator/blondbassist,blondbassist,Games,2,31.81,month,0,,23,1851,41,589881
thewanderingpeople,https://www.patreon.com/thewanderingpeople/overview,1,investigative,https://graphtreon.com/creator/thewanderingpeople,Josephine Jael Jimenez,Writing,2,5.01,month,0,344,115,,,
mojitopapers,https://www.patreon.com/mojitopapers/overview,2,journalism;journalist,https://graphtreon.com/creator/mojitopapers,MojitoPapers,,2,,month,0,,4,,,
livegamerepeat,https://www.patreon.com/livegamerepeat/overview,1,reporting,https://graphtreon.com/creator/livegamerepeat,LIVE.GAME.REPEAT.,Games,2,,month,0,82,,354,20,56099
GumbyOTM,https://www.patreon.com/GumbyOTM/overview,1,journalist,https://graphtreon.com/creator/GumbyOTM,GumbyOTM,Video,2,8.88,month,0,140,,146,22,15364
witlesslackey,https://www.patreon.com/witlesslackey/overview,1,journalist,https://graphtreon.com/creator/witlesslackey,Dennis Sharpe,Writing,1,51.06,month,0,,1939,25,6,3250
roosterradio,https://www.patreon.com/roosterradio/overview,1,reporter,https://graphtreon.com/creator/roosterradio,Rooster Radio,Podcasts,2,,month,0,593,2005,,,
ForgottenBeauty,https://www.patreon.com/ForgottenBeauty/overview,1,journalism,https://graphtreon.com/creator/ForgottenBeauty,Jon Washburn,Photography,2,1.86,month,0,75500,40,,,
katierobertsart,https://www.patreon.com/katierobertsart/overview,1,journalist,https://graphtreon.com/creator/katierobertsart,Katie Roberts Art,Drawing & Painting,2,17.9,month,0,329,,,,
monowelt,https://www.patreon.com/monowelt/overview,1,reporting,https://graphtreon.com/creator/monowelt,monowelt,Music,2,,creation,0,79,,413,7,32502
TinyGiantLosses,https://www.patreon.com/TinyGiantLosses/overview,1,journalist,https://graphtreon.com/creator/TinyGiantLosses,Tiny Giant Losses,,2,8.7,month,0,219,302,1,1,78
LennartBladh,https://www.patreon.com/LennartBladh/overview,1,investigation,https://graphtreon.com/creator/LennartBladh,Lennart Bladh,Video,2,1.8,creation,0,,,4164,596,1782815
GayliveBe,https://www.patreon.com/GayliveBe/overview,2,journalist;reporter,https://graphtreon.com/creator/GayliveBe,GayliveBe,Adult Video,2,,"Post, vodcast ",1,540,792,124,177,139956
2kevins,https://www.patreon.com/2kevins/overview,2,journalist;reporter,https://graphtreon.com/creator/2kevins,Grace & Steel,Writing,2,13.8,month,0,35,293,,,
PlayerOneFr,https://www.patreon.com/PlayerOneFr/overview,2,journalism;journalist,https://graphtreon.com/creator/PlayerOneFr,Player One,Games,2,19.94,month,0,,165,970,11,42207
actualitehousseniawriting,https://www.patreon.com/actualitehousseniawriting/overview,1,journalism,https://graphtreon.com/creator/actualitehousseniawriting,ActualitÌ© Houssenia Writing,Writing,2,4.95,month,0,280,306,,,
V8ChasseyBlue,https://www.patreon.com/V8ChasseyBlue/overview,1,investigation,https://graphtreon.com/creator/V8ChasseyBlue,Chassey Blue,Video,1,,month,0,,,264,246,79341
pwi,https://www.patreon.com/pwi/overview,1,investigation,https://graphtreon.com/creator/pwi,paranormal world investigators,Video,2,10.8,ghost hunting/ advice,0,,,871,175,16611
kaalajp,https://www.patreon.com/kaalajp/overview,1,journalism,https://graphtreon.com/creator/kaalajp,Kaala,Music,2,13.75,month,0,1024,1418,543,104,7285
Trump2020,https://www.patreon.com/Trump2020/overview,1,reporting,https://graphtreon.com/creator/Trump2020,The Trump Train,,2,,month,0,,220967,,,
totalwrestlingmagazine,https://www.patreon.com/totalwrestlingmagazine/overview,1,journalist,https://graphtreon.com/creator/totalwrestlingmagazine,Total Wrestling Magazine,Magazine,1,,month,0,,10627,,,
AngelFox1,https://www.patreon.com/AngelFox1/overview,2,journalist;investigative,https://graphtreon.com/creator/AngelFox1,Angel Fox,Writing,2,1.85,month,0,,,,,
moctezumajohnson,https://www.patreon.com/moctezumajohnson/overview,1,journalist,https://graphtreon.com/creator/moctezumajohnson,Moctezuma Johnson,Adult Writing,2,1.91,month,1,811,12147,,,
JerryNelson,https://www.patreon.com/JerryNelson/overview,1,journalist,https://graphtreon.com/creator/JerryNelson,Jerry Nelson,,2,,month,0,,959967,,,
RantersTheatre,https://www.patreon.com/RantersTheatre/overview,1,investigation,https://graphtreon.com/creator/RantersTheatre,Ranters Theatre,Video,2,46.1,month,0,1086,346,,,
pigdev,https://www.patreon.com/pigdev/overview,1,reporting,https://graphtreon.com/creator/pigdev,Pigdev Studio,Games,2,20.7,game,0,225,278,1065,45,26019
InspiredWordNYC,https://www.patreon.com/InspiredWordNYC/overview,1,journalist,https://graphtreon.com/creator/InspiredWordNYC,InspiredWordNYC,Music,2,11.19,month,0,,15011,2718,1176,638360
lisabmartin,https://www.patreon.com/lisabmartin/overview,1,reporting,https://graphtreon.com/creator/lisabmartin,Lisa B. Martin,Video,2,5.92,month,0,,27,,,
KevinCozens,https://www.patreon.com/KevinCozens/overview,1,reporting,https://graphtreon.com/creator/KevinCozens,Kevin Cozens,Video,2,9.72,month,0,,,,,
PoliticsMeansPolitics,https://www.patreon.com/PoliticsMeansPolitics/overview,2,journalism;journalist,https://graphtreon.com/creator/PoliticsMeansPolitics,PoliticsMeansPolitics.com,Magazine,2,11.44,month,0,485,3043,,,
emileemcgovern,https://www.patreon.com/emileemcgovern/overview,2,journalism;journalist,https://graphtreon.com/creator/emileemcgovern,Emilee McGovern,,2,5.4,,0,,,,,
liisbeth,https://www.patreon.com/liisbeth/overview,1,journalist,https://graphtreon.com/creator/liisbeth,LiisBeth Media,Magazine,2,10.73,month,0,806,,,,
ufosp,https://www.patreon.com/ufosp/overview,1,investigation,https://graphtreon.com/creator/ufosp,UFOSP,Video,2,4.98,month,0,4728,5229,0,4,3205
tmfp,https://www.patreon.com/tmfp/overview,1,journalist,https://graphtreon.com/creator/tmfp,Tony Jones - Traveling Photo Journalist,Writing,2,,month,0,,6,,,
skullandcrossfaders,https://www.patreon.com/skullandcrossfaders/overview,2,journalism;investigative,https://graphtreon.com/creator/skullandcrossfaders,skullandcrossfaders,Video,2,10.08,month,0,,,,,
meritcd,https://www.patreon.com/meritcd/overview,1,reporter,https://graphtreon.com/creator/meritcd,Merit Career Development,Video,2,,creation,0,65,,16,17,2248
katherinevallera,https://www.patreon.com/katherinevallera/overview,1,journalism,https://graphtreon.com/creator/katherinevallera,Katherine Vallera,,2,5.26,month,0,,177,46,12,13193
freestylevan,https://www.patreon.com/freestylevan/overview,1,journalism,https://graphtreon.com/creator/freestylevan,FreestyleVan,Video,2,29.18,month,0,,1674,75,23,17729
JSCRadio,https://www.patreon.com/JSCRadio/overview,1,journalist,https://graphtreon.com/creator/JSCRadio,JSC Radio,Podcasts,1,4.52,Podcast Episode,0,,136,,,
inkst,https://www.patreon.com/inkst/overview,2,journalism;investigative,https://graphtreon.com/creator/inkst,Inkst,Magazine,1,4.33,month,0,,,,,
r8,https://www.patreon.com/r8/overview,1,journalist,https://graphtreon.com/creator/r8,John Murdoch,Video,1,,month,0,,4,2,0,0
ChALkeR,https://www.patreon.com/ChALkeR/overview,1,investigation,https://graphtreon.com/creator/ChALkeR,_Á_¼______Û___«_¡ __ü_¼_üâ_¡,,2,18.05,month,0,,196,,,
pokestats,https://www.patreon.com/pokestats/overview,1,journalism,https://graphtreon.com/creator/pokestats,PokÌ©Stats,,2,2.7,month,0,253,2409,,,
AaronGenus,https://www.patreon.com/AaronGenus/overview,1,reporting,https://graphtreon.com/creator/AaronGenus,Aaron Genus,Video,1,,month,0,,,,,
uncofm,https://www.patreon.com/uncofm/overview,1,reporter,https://graphtreon.com/creator/uncofm,Unco,Podcasts,2,1.26,month,0,129,356,3,13,249
streetcaferadio,https://www.patreon.com/streetcaferadio/overview,1,journalist,https://graphtreon.com/creator/streetcaferadio,Street Cafe Radio,Adult Music,2,,month,1,12,,27,10,1008
KristianSport,https://www.patreon.com/KristianSport/overview,1,journalist,https://graphtreon.com/creator/KristianSport,Kristian,Video,2,6.3,,0,,52,4622,50,477855
katiesikora,https://www.patreon.com/katiesikora/overview,2,journalism;journalist,https://graphtreon.com/creator/katiesikora,Katie Sikora Photography,Photography,2,,month,0,1294,,,,
TokyoTuner,https://www.patreon.com/TokyoTuner/overview,1,journalist,https://graphtreon.com/creator/TokyoTuner,Tokyo Tuner,Video,1,4.52,month,0,,,31546,46,2028770
remyupsidedown,https://www.patreon.com/remyupsidedown/overview,1,journalism,https://graphtreon.com/creator/remyupsidedown,Remy Orvis,Adult Video,2,18.82,month,1,21,102,,,
ThePiperReport,https://www.patreon.com/ThePiperReport/overview,1,reporting,https://graphtreon.com/creator/ThePiperReport,The Piper Report,Writing,2,5.38,month,0,,130,1901,582,461119
Elham,https://www.patreon.com/Elham/overview,1,journalist,https://graphtreon.com/creator/Elham,Elham,Adult Drawing & Painting,2,,month,1,1802,,,,
greenshield,https://www.patreon.com/greenshield/overview,2,reporting;investigation,https://graphtreon.com/creator/greenshield,GSM,,2,18.41,month,0,,6,,,
thirdperson,https://www.patreon.com/thirdperson/overview,1,journalism,https://graphtreon.com/creator/thirdperson,Third Person,Games,2,,month,0,53,161,5,20,254
nauteo,https://www.patreon.com/nauteo/overview,1,journalist,https://graphtreon.com/creator/nauteo,Andreas Pohl,Writing,2,1.28,month,0,1323,23,2,0,0
ilprepsinsider,https://www.patreon.com/ilprepsinsider/overview,1,journalist,https://graphtreon.com/creator/ilprepsinsider,Illinois Preps Insider,,2,10.59,month,0,65,922,1,1,80815
CrushRushSC,https://www.patreon.com/CrushRushSC/overview,1,journalist,https://graphtreon.com/creator/CrushRushSC,Crush Rush,Video,1,4.33,month,0,,70,,,
SeduceMeJaz,https://www.patreon.com/SeduceMeJaz/overview,1,journalism,https://graphtreon.com/creator/SeduceMeJaz,SeduceMeJaz,Adult Video,1,,month,1,,463,24,1,177
MetaGoblin,https://www.patreon.com/MetaGoblin/overview,1,journalism,https://graphtreon.com/creator/MetaGoblin,MetaGoblin,Video,2,3.32,month,0,,93,23475,405,8260803
jakejameslugo,https://www.patreon.com/jakejameslugo/overview,1,journalist,https://graphtreon.com/creator/jakejameslugo,Jakejames Lugo,Video,2,31.89,month,0,104,1438,959,355,184900
shelholtz,https://www.patreon.com/shelholtz/overview,1,reporter,https://graphtreon.com/creator/shelholtz,Shel Holtz,Podcasts,2,1.54,month,0,,18252,93,42,35656
kosmicmind,https://www.patreon.com/kosmicmind/overview,1,journalism,https://graphtreon.com/creator/kosmicmind,Chad Woodward,Writing,2,18.12,month,0,,,,,
onncommonsense,https://www.patreon.com/onncommonsense/overview,2,reporter;reporting,https://graphtreon.com/creator/onncommonsense,ONN-Common Sense-NYC,Video,2,13.69,month,0,,117,20,57,722
listeningtomalachi,https://www.patreon.com/listeningtomalachi/overview,1,investigation,https://graphtreon.com/creator/listeningtomalachi,Malachi,Podcasts,2,8.66,month,0,,,,,
mvdbase,https://www.patreon.com/mvdbase/overview,1,journalism,https://graphtreon.com/creator/mvdbase,mvdbase,Music,2,4.99,month,0,266,18,10,7,187
PARANORMALALMANAC,https://www.patreon.com/PARANORMALALMANAC/overview,1,investigation,https://graphtreon.com/creator/PARANORMALALMANAC,Paranormal Almanac,Podcasts,2,8.09,month,0,,,,,
